track_name,artist,genre,track_uri,track_link,track_preview,album
human,Christina Perri,Pop,spotify:track:1x80xTzSL7pok3M5JC3oJz,https://open.spotify.com/track/1x80xTzSL7pok3M5JC3oJz,https://p.scdn.co/mp3-preview/f79a75b1cff85615e895fe88b52fa592e97ccd3f?cid=334acd00a2d445cb9077c0c4cf57f5a9,head or heart
Forget You,CeeLo Green,Pop,spotify:track:7AqISujIaWcY3h5zrOqt5v,https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v,https://p.scdn.co/mp3-preview/e7374ffebab0ea1fce2a2c5f147228e6a5adca28?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Lady Killer
Wing$,Macklemore & Ryan Lewis,Pop,spotify:track:5n5uyFpfopa4mNdSN0gTaH,https://open.spotify.com/track/5n5uyFpfopa4mNdSN0gTaH,https://p.scdn.co/mp3-preview/d65822efe2bf2cf444960eae72ccd914d2509675?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Heist
Elastic Heart,Sia,Pop,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd,https://p.scdn.co/mp3-preview/e5209a8f3f3e5b0d4d64e16354dbe532964ad350?cid=334acd00a2d445cb9077c0c4cf57f5a9,1000 Forms Of Fear (Deluxe Version)
Say Something,A Great Big World,Pop,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://open.spotify.com/track/6Vc5wAMmXdKIAM7WUoEb7N,https://p.scdn.co/mp3-preview/0178f39b1dd08aa1111138fa775c7b8826cdee7f?cid=334acd00a2d445cb9077c0c4cf57f5a9,Is There Anybody Out There?
One Call Away,Charlie Puth,Pop,spotify:track:7soJgKhQTO8hLP2JPRkL5O,https://open.spotify.com/track/7soJgKhQTO8hLP2JPRkL5O,https://p.scdn.co/mp3-preview/5fce39f8440f1e9a2c2adb986d73492cbd7b6297?cid=334acd00a2d445cb9077c0c4cf57f5a9,Nine Track Mind
Say You Won't Let Go,James Arthur,Pop,spotify:track:5uCax9HTNlzGybIStD3vDh,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,https://p.scdn.co/mp3-preview/2eed95a3c08cd10669768ce60d1140f85ba8b951?cid=334acd00a2d445cb9077c0c4cf57f5a9,Back from the Edge
Uptown Funk (feat. Bruno Mars),Mark Ronson,Pop,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,https://p.scdn.co/mp3-preview/3074e956e6794c0eadea660b9cef671db6b27234?cid=334acd00a2d445cb9077c0c4cf57f5a9,Uptown Special
Waves - Robin Schulz Radio Edit,Mr. Probz,Pop,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,https://open.spotify.com/track/5Sf3GyLEAzJXxZ5mbCPXTu,https://p.scdn.co/mp3-preview/ee5dc27ee664202e03858af02c74bfed59adf037?cid=334acd00a2d445cb9077c0c4cf57f5a9,Waves (Robin Schulz Radio Edit)
Story of My Life,One Direction,Pop,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,https://p.scdn.co/mp3-preview/9c3f89f926a702034ae182e723b2d601c2bd754d?cid=334acd00a2d445cb9077c0c4cf57f5a9,Midnight Memories (Deluxe)
Drag Me Down,One Direction,Pop,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,https://p.scdn.co/mp3-preview/e7076008e9bccbf5c30ba62adb18a20040987f04?cid=334acd00a2d445cb9077c0c4cf57f5a9,Made In The A.M. (Deluxe Edition)
Something Just Like This,The Chainsmokers,Pop,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,https://p.scdn.co/mp3-preview/4e117abe76700eb13e9e0557fa2d9c44b565b9da?cid=334acd00a2d445cb9077c0c4cf57f5a9,Memories...Do Not Open
All of Me,John Legend,Pop,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,https://p.scdn.co/mp3-preview/29f542e5e8b4b6bb7e4e71a52bc3ff35b6b962ad?cid=334acd00a2d445cb9077c0c4cf57f5a9,Love In The Future (Expanded Edition)
Just Give Me a Reason (feat. Nate Ruess),P!nk,Pop,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://open.spotify.com/track/1mKXFLRA179hdOWQBwUk9e,https://p.scdn.co/mp3-preview/15d9c5b414a7bdd68492800e76ad51a3bc8db576?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Truth About Love
Rude,MAGIC!,Pop,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://open.spotify.com/track/6RtPijgfPKROxEzTHNRiDp,https://p.scdn.co/mp3-preview/7cdc54190cf06e5269d8406c5a7bba71a7e04cf1?cid=334acd00a2d445cb9077c0c4cf57f5a9,Don't Kill the Magic
When We Were Young,Adele,Pop,spotify:track:7IWkJwX9C0J7tHurTD7ViL,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL,https://p.scdn.co/mp3-preview/b35676526fa76530da3e9b880a64305e761bc2ce?cid=334acd00a2d445cb9077c0c4cf57f5a9,25
I'm Not The Only One,Sam Smith,Pop,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN,,In The Lonely Hour
Fight Song,Rachel Platten,Pop,spotify:track:37f4ITSlgPX81ad2EvmVQr,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,https://p.scdn.co/mp3-preview/6f663802836a949b3485a71e13ff92d7a6fba6b2?cid=334acd00a2d445cb9077c0c4cf57f5a9,Wildfire
Me And My Broken Heart,Rixton,Pop,spotify:track:1oew3nFNY3vMacJAsvry0S,https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S,,Let The Road
Birthday,Katy Perry,Pop,spotify:track:1NOZvdCovG42qQV7ftVD5d,https://open.spotify.com/track/1NOZvdCovG42qQV7ftVD5d,,PRISM
Teenage Dream,Katy Perry,Pop,spotify:track:5jzKL4BDMClWqRguW5qZvh,https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh,,Teenage Dream
Everybody Talks,Neon Trees,Pop,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,,Picture Show
Mirrors,Justin Timberlake,Pop,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV,https://p.scdn.co/mp3-preview/46994b2d9a44ac2bae88959e424bf960a42ede13?cid=334acd00a2d445cb9077c0c4cf57f5a9,The 20/20 Experience (Deluxe Version)
"i hate u, i love u (feat. olivia o'brien)",gnash,Pop,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,https://p.scdn.co/mp3-preview/a93e5e2523f2107dd70eae49018fae0a7f88d24c?cid=334acd00a2d445cb9077c0c4cf57f5a9,us
Nothin' on You (feat. Bruno Mars),B.o.B,Pop,spotify:track:59dLtGBS26x7kc0rHbaPrq,https://open.spotify.com/track/59dLtGBS26x7kc0rHbaPrq,https://p.scdn.co/mp3-preview/2ba8a14b311c1f4ad446b94b71da3f507d555193?cid=334acd00a2d445cb9077c0c4cf57f5a9,B.o.B Presents: The Adventures of Bobby Ray
Mercy,Shawn Mendes,Pop,spotify:track:0AS63m1wHv9n4VVRizK6Hc,https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc,,Illuminate (Deluxe)
Treat You Better,Shawn Mendes,Pop,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,,Illuminate
She Looks So Perfect,5 Seconds of Summer,Pop,spotify:track:1gugDOSMREb34Xo0c1PlxM,https://open.spotify.com/track/1gugDOSMREb34Xo0c1PlxM,,5 Seconds Of Summer
Heart Attack,Demi Lovato,Pop,spotify:track:1V6gIisPpYqgFeWbMLI0bA,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,,Demi
FourFiveSeconds,Rihanna,Pop,spotify:track:78TTtXnFQPzwqlbtbwqN0y,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,,FourFiveSeconds
Cooler Than Me (feat. Big Sean),Mike Posner,Pop,spotify:track:2DPYlWl50ydYsnnuryL5aX,https://open.spotify.com/track/2DPYlWl50ydYsnnuryL5aX,https://p.scdn.co/mp3-preview/7261435b6dbce24179cdf4a23d3e91692286db37?cid=334acd00a2d445cb9077c0c4cf57f5a9,Cooler Than Me EP
Give Your Heart a Break,Demi Lovato,Pop,spotify:track:3sP3c86WFjOzHHnbhhZcLA,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA,,Unbroken
Want to Want Me,Jason Derulo,Pop,spotify:track:7oGZAicScQt96OAW4AruYy,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy,https://p.scdn.co/mp3-preview/41c4fc0c9ed13ba61f99841cfee3182d32976686?cid=334acd00a2d445cb9077c0c4cf57f5a9,Everything Is 4
Am I Wrong,Nico & Vinz,Pop,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,https://open.spotify.com/track/1fidCEsYlaVE3pHwKCvpFZ,https://p.scdn.co/mp3-preview/7a4173d114136b1018144dcc767945f9ecc149e4?cid=334acd00a2d445cb9077c0c4cf57f5a9,Black Star Elephant
Who Says,Selena Gomez & The Scene,Pop,spotify:track:3TcL0dyCMyr0kyTTc4NLgI,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI,,When The Sun Goes Down
Wild Ones (feat. Sia),Flo Rida,Pop,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3,https://p.scdn.co/mp3-preview/d508be7a9bbcfafb67a58ff3b7f6954881d0c6b5?cid=334acd00a2d445cb9077c0c4cf57f5a9,Wild Ones
Die Young,Kesha,Pop,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk,https://p.scdn.co/mp3-preview/237e17c6319aa02a1fde3ebcd89c5e5e3e03dbf8?cid=334acd00a2d445cb9077c0c4cf57f5a9,Warrior (Expanded Edition)
We Can't Stop,Miley Cyrus,Pop,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH,https://p.scdn.co/mp3-preview/2832db9492a17af6654d86be3ae07d4baa1f55ab?cid=334acd00a2d445cb9077c0c4cf57f5a9,Bangerz (Deluxe Version)
Burn,Ellie Goulding,Pop,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,https://open.spotify.com/track/0xMd5bcWTbyXS7wPrBtZA6,,Halcyon Days
We R Who We R,Kesha,Pop,spotify:track:3LUWWox8YYykohBbHUrrxd,https://open.spotify.com/track/3LUWWox8YYykohBbHUrrxd,https://p.scdn.co/mp3-preview/87e275c268cbc6f76b509f4dd237bcea41d92059?cid=334acd00a2d445cb9077c0c4cf57f5a9,Cannibal (Expanded Edition)
Girl on Fire,Alicia Keys,Pop,spotify:track:4esOae7i4rqTbAu9o5Pxco,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco,https://p.scdn.co/mp3-preview/916d773784dcfeaf0a3f47b0c6b58101615a5700?cid=334acd00a2d445cb9077c0c4cf57f5a9,Girl on Fire (Remixes) - EP
I Like It Like That (feat. New Boyz),Hot Chelle Rae,Pop,spotify:track:6eFahAdQgABBj1XOM99cBG,https://open.spotify.com/track/6eFahAdQgABBj1XOM99cBG,https://p.scdn.co/mp3-preview/3b487f29e08612b52750ed8f2a73e5e208ff12c1?cid=334acd00a2d445cb9077c0c4cf57f5a9,Whatever
You Make Me Feel... (feat. Sabi),Cobra Starship,Pop,spotify:track:16Of7eeW44kt0a1M0nitHM,https://open.spotify.com/track/16Of7eeW44kt0a1M0nitHM,https://p.scdn.co/mp3-preview/33df42e0397bd8d33cf360bb948218746844b9a1?cid=334acd00a2d445cb9077c0c4cf57f5a9,Night Shades
What the Hell,Avril Lavigne,Pop,spotify:track:2z4U9d5OAA4YLNXoCgioxo,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo,https://p.scdn.co/mp3-preview/8c0591b363bc2a165eb4f12829a1995e0b84d5fb?cid=334acd00a2d445cb9077c0c4cf57f5a9,Goodbye Lullaby (Expanded Edition)
Give Me Everything (feat. Nayer),Pitbull,Pop,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,https://p.scdn.co/mp3-preview/6eafa4293d2b35b2e75ffab5ec1bba8ec00d5082?cid=334acd00a2d445cb9077c0c4cf57f5a9,Planet Pit (Deluxe Version)
I Like It,Enrique Iglesias,Pop,spotify:track:4nVyHATevhl5RC6Qmoko5H,https://open.spotify.com/track/4nVyHATevhl5RC6Qmoko5H,,Euphoria (Standard US/Latin version)
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Pop,spotify:track:4kte3OcW800TPvOVgrLLj8,https://open.spotify.com/track/4kte3OcW800TPvOVgrLLj8,,R.E.D. (Deluxe Edition)
The Edge Of Glory,Lady Gaga,Pop,spotify:track:0JNdS1n0ifOP25XvhwAMgM,https://open.spotify.com/track/0JNdS1n0ifOP25XvhwAMgM,,Born This Way
SexyBack (feat. Timbaland),Justin Timberlake,Pop,spotify:track:0O45fw2L5vsWpdsOdXwNAR,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,https://p.scdn.co/mp3-preview/3093705825f1c799e2de0064a2c775ef5c56d503?cid=334acd00a2d445cb9077c0c4cf57f5a9,FutureSex/LoveSounds
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,Pop,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,https://p.scdn.co/mp3-preview/989bcb16f82e4cfcbfebdf8cf0dd91abe86c84d1?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Heist
Born This Way,Lady Gaga,Pop,spotify:track:6r2BECwMgEoRb5yLfp0Hca,https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca,,Born This Way (Special Edition)
My Life Would Suck Without You,Kelly Clarkson,Pop,spotify:track:0XfuvxptNRVoEWp7SaneV8,https://open.spotify.com/track/0XfuvxptNRVoEWp7SaneV8,https://p.scdn.co/mp3-preview/d497b49b34a981de01a35f98f6696002ac0955a8?cid=334acd00a2d445cb9077c0c4cf57f5a9,All I Ever Wanted
Ain't It Fun,Paramore,Pop,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa,https://p.scdn.co/mp3-preview/75fcf967520ab9dfc043833e9b2a86c2882228be?cid=334acd00a2d445cb9077c0c4cf57f5a9,Paramore
"Hey, Soul Sister",Train,Pop,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv,https://p.scdn.co/mp3-preview/518c823cf0f8b862bed0fa45e34cc63db5ea58e4?cid=334acd00a2d445cb9077c0c4cf57f5a9,"Save Me, San Francisco (Golden Gate Edition)"
Brokenhearted,Karmin,Pop,spotify:track:4urcG6Nfubqsuqy3juMjBi,https://open.spotify.com/track/4urcG6Nfubqsuqy3juMjBi,https://p.scdn.co/mp3-preview/dd677b59ccc526811ab460ed83cd128e5bcc861e?cid=334acd00a2d445cb9077c0c4cf57f5a9,Hello
Drive By,Train,Pop,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9,https://p.scdn.co/mp3-preview/04a4331f6e25d0bd2c6de9c1202ad719f24b1cef?cid=334acd00a2d445cb9077c0c4cf57f5a9,California 37
Hey There Delilah,Plain White T's,Pop,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH,,All That We Needed
Firework,Katy Perry,Pop,spotify:track:4r6eNCsrZnQWJzzvFh4nlg,https://open.spotify.com/track/4r6eNCsrZnQWJzzvFh4nlg,,Teenage Dream
Dark Horse,Katy Perry,Pop,spotify:track:5jrdCoLpJSvHHorevXBATy,https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy,,PRISM (Deluxe)
Rather Be (feat. Jess Glynne),Clean Bandit,Pop,spotify:track:3s4U7OHV7gnj42VV72eSZ6,https://open.spotify.com/track/3s4U7OHV7gnj42VV72eSZ6,https://p.scdn.co/mp3-preview/358cc2906abb9789b9c1d4a7e07dc2601b7ade4b?cid=334acd00a2d445cb9077c0c4cf57f5a9,Rather Be (feat. Jess Glynne)
Counting Stars,OneRepublic,Pop,spotify:track:1fh2TfUOtOoXEE8qQynYEC,https://open.spotify.com/track/1fh2TfUOtOoXEE8qQynYEC,,Native (Deluxe)
Magic,Coldplay,Pop,spotify:track:27jdUE1EYDSXZqhjuNxLem,https://open.spotify.com/track/27jdUE1EYDSXZqhjuNxLem,https://p.scdn.co/mp3-preview/bb218a3258eb112eca7bd22d2cdcd9f741b886c6?cid=334acd00a2d445cb9077c0c4cf57f5a9,Magic
#SELFIE,The Chainsmokers,Pop,spotify:track:1HOlb9rdNOmy9b1Fakicjo,https://open.spotify.com/track/1HOlb9rdNOmy9b1Fakicjo,,#SELFIE
Hey Brother,Avicii,Pop,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,https://open.spotify.com/track/4RXpgGM7A4Hg7cFBoH5KyF,,True
Can't Remember to Forget You,Shakira,Pop,spotify:track:0BBj0SW3vef8UNzTg4lwH9,https://open.spotify.com/track/0BBj0SW3vef8UNzTg4lwH9,https://p.scdn.co/mp3-preview/0537ddabd29926b78d4773f32d31db65ee415020?cid=334acd00a2d445cb9077c0c4cf57f5a9,Can't Remember to Forget You
Team,Lorde,Pop,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1,,Pure Heroine
Happy,Pharrell Williams,Pop,spotify:track:6NPVjNh8Jhru9xOmyQigds,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds,https://p.scdn.co/mp3-preview/5e0c8e5d899dea532d697fb20a851450e9614cfc?cid=334acd00a2d445cb9077c0c4cf57f5a9,Despicable Me 2 (Original Motion Picture Soundtrack)
Let Her Go,Passenger,Pop,spotify:track:6GmUVqe73u5YRfUUynZK6I,https://open.spotify.com/track/6GmUVqe73u5YRfUUynZK6I,https://p.scdn.co/mp3-preview/e0faba1e76516cba5782ab915e948e8d901c61e4?cid=334acd00a2d445cb9077c0c4cf57f5a9,All the Little Lights
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Pop,spotify:track:0qcr5FMsEO85NAQjrlDRKo,https://open.spotify.com/track/0qcr5FMsEO85NAQjrlDRKo,,Frozen (Original Motion Picture Soundtrack / Deluxe Edition)
Money On My Mind,Sam Smith,Pop,spotify:track:0N6Bxsif1tT4vHz8tnkjzP,https://open.spotify.com/track/0N6Bxsif1tT4vHz8tnkjzP,,Nirvana
The Man,Aloe Blacc,Pop,spotify:track:2stPxcgjdSImK7Gizl8ZUN,https://open.spotify.com/track/2stPxcgjdSImK7Gizl8ZUN,,Lift Your Spirit
Red Lights,Tiësto,Pop,spotify:track:6oP02i1hRc3Qp9bd36Ya3Z,https://open.spotify.com/track/6oP02i1hRc3Qp9bd36Ya3Z,,Red Lights
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,Pop,spotify:track:7qfwcqfGOkQYtzjF4UzJHM,https://open.spotify.com/track/7qfwcqfGOkQYtzjF4UzJHM,https://p.scdn.co/mp3-preview/9ad806bd4ca45865d643eaa959c6e2d48c8c1dec?cid=334acd00a2d445cb9077c0c4cf57f5a9,Shot Me Down (feat. Skylar Grey)
Busy Doin' Nothin',Ace Wilder,Pop,spotify:track:1zSXQIah3KQsjvo5sRNRq7,https://open.spotify.com/track/1zSXQIah3KQsjvo5sRNRq7,https://p.scdn.co/mp3-preview/cb9f8dcb6f4887cdbdad08d1db6fcd7b3c001073?cid=334acd00a2d445cb9077c0c4cf57f5a9,Busy Doin' Nothin'
Blurred Lines,Robin Thicke,Pop,spotify:track:0n4bITAu0Y0nigrz3MFJMb,https://open.spotify.com/track/0n4bITAu0Y0nigrz3MFJMb,,Blurred Lines (Deluxe)
Wrecking Ball,Miley Cyrus,Pop,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,https://p.scdn.co/mp3-preview/e174e5edd688f7ae112ce20b83741e28367d37b8?cid=334acd00a2d445cb9077c0c4cf57f5a9,Bangerz (Deluxe Version)
Love Me Again,John Newman,Pop,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,https://open.spotify.com/track/5VSCgNlSmTV2Yq5lB40Eaw,,Tribute
Under Control (feat. Hurts),Calvin Harris,Pop,spotify:track:352zfYbDFG8sxkmOAhVeuj,https://open.spotify.com/track/352zfYbDFG8sxkmOAhVeuj,https://p.scdn.co/mp3-preview/bc3f06f9239a84a7ad51e5f3250aa5a23a50b98b?cid=334acd00a2d445cb9077c0c4cf57f5a9,Under Control (feat. Hurts)
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Pop,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof,https://p.scdn.co/mp3-preview/9b7eaf7fb5cab29251df52e9a4f46fad14e29aa1?cid=334acd00a2d445cb9077c0c4cf57f5a9,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]
Sail,AWOLNATION,Pop,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,https://open.spotify.com/track/7ueP5u2qkdZbIPN2YA6LR0,https://p.scdn.co/mp3-preview/f14574baf46e2fb574059f16f9d4e94774bd00b3?cid=334acd00a2d445cb9077c0c4cf57f5a9,Megalithic Symphony
Feelin' Myself,will.i.am,Pop,spotify:track:5MLQWQRbUmx388EMW04YQY,https://open.spotify.com/track/5MLQWQRbUmx388EMW04YQY,,#willpower (Deluxe)
Am I Wrong,Nico & Vinz,Pop,spotify:track:2wqaekenSQZm7hxQOYt8oE,https://open.spotify.com/track/2wqaekenSQZm7hxQOYt8oE,https://p.scdn.co/mp3-preview/b28bd38a0652df41f28f764dbe98df4d06d67240?cid=334acd00a2d445cb9077c0c4cf57f5a9,Am I Wrong
Safe And Sound,Capital Cities,Pop,spotify:track:6vIEShJgflKUNYr9ZNYdE3,https://open.spotify.com/track/6vIEShJgflKUNYr9ZNYdE3,,In A Tidal Wave Of Mystery (Deluxe)
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,Pop,spotify:track:5l5IjBzuVWog64CYMmGqzu,https://open.spotify.com/track/5l5IjBzuVWog64CYMmGqzu,https://p.scdn.co/mp3-preview/1c054091c2a9960dead7c651b883d4525ba22ad6?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Heist
Do What U Want,Lady Gaga,Pop,spotify:track:44JqKUXiWTaRrDQUx7CwsT,https://open.spotify.com/track/44JqKUXiWTaRrDQUx7CwsT,,ARTPOP
Best Day Of My Life,American Authors,Pop,spotify:track:5k31cAfP8yymw8v0AYQIjr,https://open.spotify.com/track/5k31cAfP8yymw8v0AYQIjr,,Best Day Of My Life
"Let It Go - From ""Frozen / Single Version",Demi Lovato,Pop,spotify:track:1A2PVHd6kWaMlaJVkMfXmz,https://open.spotify.com/track/1A2PVHd6kWaMlaJVkMfXmz,,Frozen (Original Motion Picture Soundtrack / Deluxe Edition)
Sweater Weather,The Neighbourhood,Pop,spotify:track:4pGqFOfzvfe6avb9kbZicC,https://open.spotify.com/track/4pGqFOfzvfe6avb9kbZicC,https://p.scdn.co/mp3-preview/9c6e2cef11bd9072c2d641f4bfbd270153544cf7?cid=334acd00a2d445cb9077c0c4cf57f5a9,I'm Sorry...
La La La,Naughty Boy,Pop,spotify:track:1CcTBs5sc6tCvGXsULeqMy,https://open.spotify.com/track/1CcTBs5sc6tCvGXsULeqMy,,La La La
Treasure,Bruno Mars,Pop,spotify:track:55h7vJchibLdUkxdlX3fK7,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,https://p.scdn.co/mp3-preview/2265c5b16b2e19f65da045df41cf2b4b8fd66ea3?cid=334acd00a2d445cb9077c0c4cf57f5a9,Unorthodox Jukebox
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,Pop,spotify:track:6PUIzlqotEmPuBfjbwYWOB,https://open.spotify.com/track/6PUIzlqotEmPuBfjbwYWOB,,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix)
Stay The Night - featuring Hayley Williams of Paramore,Zedd,Pop,spotify:track:3xozZw4YNCv777ONrbdHsy,https://open.spotify.com/track/3xozZw4YNCv777ONrbdHsy,,Stay The Night
Just Give Me a Reason (feat. Nate Ruess),P!nk,Pop,spotify:track:4VC5nFbYO4avKksJ9jN4pY,https://open.spotify.com/track/4VC5nFbYO4avKksJ9jN4pY,https://p.scdn.co/mp3-preview/15d9c5b414a7bdd68492800e76ad51a3bc8db576?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Truth About Love
Ho Hey,The Lumineers,Pop,spotify:track:5BSndweF91KDqyxANsZcQH,https://open.spotify.com/track/5BSndweF91KDqyxANsZcQH,https://p.scdn.co/mp3-preview/c33540bb4add6e78feca6e0cf121fbd0d3b9e6dd?cid=334acd00a2d445cb9077c0c4cf57f5a9,The Lumineers
Faith - Radio Edit,Blasterjaxx,Pop,spotify:track:6hOIcJuFY77j8HPzi82XKe,https://open.spotify.com/track/6hOIcJuFY77j8HPzi82XKe,https://p.scdn.co/mp3-preview/b438c489d2b49b7d14d9df6fe1041f81f25b2a15?cid=334acd00a2d445cb9077c0c4cf57f5a9,Faith (Radio Edit)
Mirrors,Justin Timberlake,Pop,spotify:track:03gqZZavMKhWbSjdQvpF6O,https://open.spotify.com/track/03gqZZavMKhWbSjdQvpF6O,https://p.scdn.co/mp3-preview/46994b2d9a44ac2bae88959e424bf960a42ede13?cid=334acd00a2d445cb9077c0c4cf57f5a9,Mirrors
Holy Grail,JAY-Z,Pop,spotify:track:37jTPJgwCCmIGMPB45jrPV,https://open.spotify.com/track/37jTPJgwCCmIGMPB45jrPV,,Magna Carta... Holy Grail
Bonfire Heart,James Blunt,Pop,spotify:track:6H2NtlZr110yO3uwphiTKk,https://open.spotify.com/track/6H2NtlZr110yO3uwphiTKk,https://p.scdn.co/mp3-preview/3cae40d02357aae9923c5ace19414ddead7cd7ef?cid=334acd00a2d445cb9077c0c4cf57f5a9,Moon Landing
Animals - Extended,Martin Garrix,Pop,spotify:track:6JEntXLt4z98CcDtIH9sU7,https://open.spotify.com/track/6JEntXLt4z98CcDtIH9sU7,https://p.scdn.co/mp3-preview/f85df06e04351e06fea487dc19d2b45954c9919f?cid=334acd00a2d445cb9077c0c4cf57f5a9,Animals (Extended)
Papaoutai,Stromae,Pop,spotify:track:1QFw2xxyQtgKjlrMCEqsNj,https://open.spotify.com/track/1QFw2xxyQtgKjlrMCEqsNj,,Racine Carrée (Standard US Version)
